name,Number of Page Views,Number of Visitors,Last Seen,First Seen
smslowianin.pl,2,1,2023-02-27 18:20,2023-02-27 18:20
Sndc-Ar,9,6,2023-02-19 08:30,2021-04-27 13:28
Socgen,1,1,2023-03-10 00:09,2023-03-10 00:09
SoftBank,268,195,2023-03-13 00:01,2018-03-26 06:41
softcall.net.in,38,26,2023-01-29 03:35,2020-03-12 01:34
SoftNET_INT,2,1,2023-03-08 07:09,2023-03-02 11:03
SoftServe,3,3,2023-02-16 11:54,2019-11-29 09:09
SOL-BD,4,3,2023-01-11 12:46,2020-11-24 06:03
Solana Blockchain Public RPC Pool,4,1,2023-03-06 05:26,2023-03-06 05:25
Solen Energy UK Limited,2,1,2023-02-06 10:53,2023-02-06 10:53
solid-consult.com,2,2,2023-01-14 19:19,2023-01-14 18:21
solprombud.com,11,5,2023-02-27 08:34,2020-12-15 09:28
SOLUCIONES FAVORABLES S.A.,4,4,2023-02-19 06:51,2020-07-02 19:21
Sonic Biochem,5,2,2023-01-24 10:49,2018-02-15 08:02
sonicleads.io,2,2,2023-02-23 09:40,2022-05-26 20:03
Sony,43,25,2023-02-21 18:29,2018-03-14 20:32
Soon,3,2,2023-02-22 09:09,2019-03-10 04:27
sopnet.com.ar,14,5,2023-02-23 14:18,2022-02-21 11:17
sorengard.com,67,9,2023-01-24 14:06,2018-10-28 07:47
Soroush Research Company,9,6,2023-03-04 20:39,2021-04-07 16:24
South Dakota State University,7,3,2023-03-10 12:09,2018-09-18 10:37
Southern California Telephone,1,1,2023-01-27 22:05,2023-01-27 22:05
Southwest Research Institute,3,2,2023-03-13 12:58,2022-06-07 13:54
sownet.pl,1,1,2023-03-07 12:12,2023-03-07 12:12
Spectrum Health,12,9,2023-02-20 13:04,2021-01-19 06:03
Spectrum Hosting,1,1,2023-01-31 05:42,2023-01-31 05:42
speedostar.com,9,8,2023-02-24 11:34,2021-04-23 11:30
"Speedway Ventures, LLC",2,2,2023-03-03 12:40,2022-10-22 08:01
SpeedX Digital,12,8,2023-02-14 03:37,2022-07-27 10:30
Sperasoft,2,1,2023-02-23 07:40,2023-02-23 07:40
splusmedia.in,23,13,2023-02-10 03:51,2022-02-17 05:31
Spokane Public Schools,6,4,2023-01-12 19:21,2022-04-26 15:41
Spring Grove Area School District,2,1,2023-01-26 13:41,2023-01-26 13:41
SprintNet JSC,13,10,2023-01-13 12:01,2018-06-29 12:47
Sprious,23,18,2023-03-09 09:48,2021-08-26 03:25
SRG SSR,2,1,2023-02-22 10:43,2023-02-22 10:43
SRI International,1,1,2023-02-21 08:55,2023-02-21 08:55
SSServicios de Conexión,3,3,2023-01-25 20:16,2022-09-19 22:31
Sstntechnology,1,1,2023-02-27 15:17,2023-02-27 15:17
sswl.in,50,22,2023-01-24 04:52,2020-07-15 08:38
ST Cable,7,5,2023-03-01 10:40,2018-02-15 10:41
St Thomas University,2,1,2023-03-01 08:26,2023-03-01 08:26
St. Clair College,2,1,2023-02-02 17:24,2023-02-02 17:24
St. John's University,7,5,2023-02-15 18:43,2018-10-01 10:27
St. Luke's Medical Center,4,3,2023-01-26 05:08,2021-10-04 01:21
Stanford University,172,100,2023-03-12 05:33,2018-02-17 02:36
Star-rune,1,1,2023-01-03 00:19,2023-01-03 00:19
STARLINK,1084,99,2023-03-14 18:15,2021-11-21 19:45
Starmultimedia,2,1,2023-03-04 17:46,2023-03-04 17:46
StarNet,169,105,2023-02-19 03:30,2018-02-19 06:43
StarNet,22,19,2023-02-24 08:46,2021-09-24 08:41
Stary a partner,1,1,2023-02-20 12:52,2023-02-20 12:52
State of Connecticut,14,11,2023-01-26 17:31,2018-12-01 14:34
State of Maryland,1,1,2023-03-09 14:28,2023-03-09 14:28
State of New York,21,12,2023-01-03 18:44,2018-05-04 14:44
State Property Fund of Ukraine,2,1,2023-01-27 12:13,2023-01-24 13:32
Statoil,3,3,2023-02-13 04:55,2021-06-08 08:04
stc Bahrain,68,33,2023-02-27 02:06,2018-02-07 16:47
stedu.ro,1,1,2023-01-29 06:20,2023-01-29 06:20
Stellenbosch University,5,3,2023-03-13 17:55,2019-06-25 08:40
STEPHEN C ROUSCH M.D.,2,2,2023-03-01 11:43,2021-01-18 19:23
Stibo A/S,4,3,2023-03-01 11:57,2023-01-11 06:55
Stnet,1,1,2023-01-24 06:04,2023-01-24 06:04
Stockholms universitet,12,7,2023-01-08 05:57,2022-02-16 12:03
Stoke on Trent College,2,1,2023-02-27 05:59,2023-02-27 05:59
Stony Brook University,21,16,2023-02-18 19:54,2019-09-04 20:54
STPI,95,56,2023-03-14 09:52,2018-02-03 03:27
Stratanet,6,6,2023-02-14 13:48,2019-04-26 01:33
Strathmore University,14,9,2023-01-12 06:23,2018-10-18 03:32
"Strong Technology, LLC",7,5,2023-01-26 11:29,2020-06-22 19:09
Stroudmedia,2,1,2023-02-23 18:55,2023-02-23 18:54
sts.kz,1,1,2023-01-27 00:57,2023-01-27 00:57
Stsx,3,1,2023-03-14 20:24,2023-03-14 20:07
Stucos,1,1,2023-01-18 18:03,2023-01-18 18:03
StudyPad,2,1,2023-02-22 01:45,2023-02-16 09:26
Stumpnernet,80,53,2023-03-09 21:57,2021-02-06 22:55
Stun,17,9,2023-03-10 17:57,2023-02-13 21:43
Stylefile.de,10,3,2023-02-21 11:53,2021-07-09 07:22
Sudatel,68,45,2023-02-27 14:28,2019-07-21 14:03
sukaininfoway.com,35,20,2023-02-03 09:18,2021-03-03 03:06
Sumatosoft,0,1,2023-01-10 10:36,2023-01-10 10:36
sumy.ua,19,14,2023-01-26 11:34,2020-02-15 08:43
Sunway University,14,7,2023-02-08 05:02,2019-04-30 12:11
Supanet,2,2,2023-03-04 06:53,2022-02-11 14:28
Supercanal S.A.,160,67,2023-03-08 07:45,2019-05-08 10:03
Supercanal S.A.,89,37,2023-03-10 15:28,2021-03-15 19:02
Superior Connections,6,4,2023-02-21 00:05,2021-08-20 08:05
Supernova,44,27,2023-03-07 12:51,2021-06-07 10:12
Supersonic Broadband Pvt,20,14,2023-01-14 05:45,2020-10-10 16:30
Surfshark,15,10,2023-01-31 18:47,2021-09-22 10:19
Susquehanna University,5,1,2023-02-26 16:01,2022-10-13 10:25
SUTD,17,12,2023-03-06 05:00,2019-09-08 02:58
Swarthmore College,3,3,2023-02-16 21:24,2018-09-06 13:29
Swish Fibre,4,2,2023-02-24 10:15,2023-01-24 07:46
Sylhet Communications Systems,6,3,2023-01-23 03:21,2022-06-12 02:42
Symphony Teleca,5,3,2023-02-23 03:48,2021-10-09 09:18
Synergise IT,11,6,2023-03-14 02:53,2020-09-23 13:32
Syracuse University,16,12,2023-02-08 17:25,2018-03-05 18:23
t72.ru,3,3,2023-03-07 09:33,2021-01-24 01:42
Tachus,19,10,2023-02-22 00:36,2020-01-16 17:27
Tactel,1,1,2023-02-07 07:35,2023-02-07 07:35
Taiwan Fixed Network Co.,44,37,2023-01-23 07:39,2019-08-27 00:28
Tangerine Ltd,52,41,2023-02-26 16:13,2020-12-29 17:34
Tata Institute of Fundamental Research,4,2,2023-02-26 08:06,2022-03-22 07:28
Tata Institute of Social Sciences,4,4,2023-03-01 06:32,2022-03-29 02:45
Taunton High School,1,1,2023-02-16 11:42,2023-02-16 11:42
TAURON Polska Energia,1,1,2023-01-23 06:57,2023-01-23 06:57
TC Works,1,1,2023-01-18 13:22,2023-01-18 13:22
Tcascorp,1,1,2023-01-04 02:49,2023-01-04 02:49
TCHwisp Site by,2,1,2023-02-11 18:17,2023-02-11 18:17
tcusa.com,7,7,2023-01-23 13:38,2019-07-29 14:41
tdkom.psi.br,1,1,2023-02-04 16:03,2023-02-04 16:03
Tech Data,2,2,2023-02-22 18:55,2022-02-09 17:47
TechAvenue Sdn Bhd (577936-H),14,7,2023-02-20 13:08,2021-09-23 09:36
TechClan,5,2,2023-02-15 11:31,2023-02-14 10:25
Technical Resources,1,1,2023-02-27 00:19,2023-02-27 00:19
Technical University of Kosice,11,8,2023-03-13 07:06,2018-02-15 15:15
TechnoSolutions CL,1,1,2023-02-22 22:44,2023-02-22 22:44
Tecnológico de Monterrey,10,8,2023-02-28 18:03,2018-11-14 15:01
Teesside University,11,7,2023-01-09 21:50,2018-11-20 08:16
Tehilah Base Inc,5,4,2023-02-27 11:41,2021-01-21 02:27
Telecomgroupdesign,3,2,2023-03-02 00:57,2022-02-04 21:48
Telenor Myanmar,18,15,2023-03-10 06:40,2019-04-22 08:20
TeleRed,57,20,2023-01-20 11:42,2018-03-18 17:41
TelexAir Technologies Pvt,1,1,2023-02-05 13:12,2023-02-05 13:12
TelexAir Telecom,12,7,2023-03-09 01:28,2019-05-19 06:14
TELIA,19,15,2023-03-09 08:35,2020-11-20 18:20
Telikom PNG,3,2,2023-03-12 07:37,2021-09-04 02:51
telko.ru,4,4,2023-02-07 06:55,2018-12-20 05:19
TelKos,21,18,2023-01-20 11:51,2018-11-27 12:22
Telnap Telecom Sp. z o.o.,7,4,2023-02-21 20:43,2021-09-20 07:38
Telrad D.O.O.,17,4,2023-02-26 15:23,2019-03-22 09:17
Telzio,1,1,2023-01-09 19:58,2023-01-09 19:58
Temasek Holdings (Private) Limited,5,3,2023-02-09 03:00,2022-01-24 03:05
Temple University,15,12,2023-03-10 16:52,2018-10-23 10:45
Tencent Holdings,117,88,2023-03-09 00:03,2020-09-30 03:36
Tencent QQ,6,5,2023-02-27 13:32,2021-07-27 05:37
TENET,3,3,2023-03-14 05:31,2021-09-16 10:51
Tenneco,1,1,2023-02-22 08:11,2023-02-22 08:11
tephou.net,3,1,2023-02-21 06:45,2023-02-21 06:04
Teradata,6,6,2023-01-10 05:36,2018-06-12 14:45
Terminales Marítimas Patagónicas,1,1,2023-02-22 14:48,2023-02-22 14:48
Terrakom,37,22,2023-03-13 09:35,2019-04-07 08:00
TerraTransit AG,119,74,2023-02-25 23:04,2018-05-16 19:59
Terribidle,2,1,2023-03-10 09:11,2023-03-10 09:11
Tesla Motors,5,5,2023-01-25 20:53,2021-08-13 17:18
Texas A&M University,48,31,2023-03-02 20:36,2018-04-24 14:00
Texas Children's Hospital,5,5,2023-01-05 17:29,2021-08-12 07:57
TEXAS STATE AFFORDABLE HOUSING CORPORATION,3,2,2023-02-13 14:47,2023-02-13 14:47
teymaxsoft.com,2,1,2023-02-13 12:44,2023-02-13 12:44
Thales Group,17,16,2023-03-08 13:14,2021-04-21 09:36
The A.P. Mahesh Co-op Urban Bank Ltd.,1,1,2023-03-09 07:43,2023-03-09 07:43
THE CITY UNIVERSITY OF NEW YORK,17,14,2023-03-06 12:46,2018-03-12 11:53
The College of Wooster,3,3,2023-03-01 15:14,2019-12-19 17:54
The Copalcor Group,1,1,2023-02-08 05:07,2023-02-08 05:07
The Cosmopolitan of Las Vegas,7,6,2023-01-06 16:15,2019-06-01 22:29
The Explanation Company,3,1,2023-01-01 13:18,2023-01-01 13:15
the Froxlor Team,5,4,2023-01-24 11:51,2019-09-02 12:34
The Hartford,25,18,2023-01-23 19:09,2018-04-13 14:19
The Healthcare Store,1,1,2023-03-08 08:53,2023-03-08 08:53
The Hong Kong University of Science and Technology,24,22,2023-03-06 00:32,2018-11-17 12:04
The Hongkong and Shanghai Banking Corporation Limited,36,35,2023-02-10 07:58,2019-03-07 23:45
The Hospital for Sick Children,4,3,2023-02-22 12:18,2018-12-18 15:58
The Jackson Laboratory,4,4,2023-02-17 15:36,2022-02-08 09:47
The larson Group,2,1,2023-01-23 18:33,2023-01-23 18:33
The Navhind Times,3,3,2023-03-02 10:03,2022-02-15 14:22
The Net Heads,12,9,2023-03-12 15:52,2020-01-29 13:28
The New School,12,6,2023-02-21 16:20,2018-09-24 17:36
The Ohio State University School of Engineering,11,11,2023-01-18 17:55,2019-01-11 13:46
The Price Pros,1,1,2023-03-04 00:32,2023-03-04 00:32
"The Raymond F. Kravis Center for the Performing Arts, Inc.",3,2,2023-02-15 13:19,2022-04-14 00:58
The Regents of the University of California,82,30,2023-01-17 23:14,2018-01-16 22:24
The School District of Philadelphia,6,4,2023-02-16 15:24,2018-10-08 12:43
The University of Adelaide,7,7,2023-03-07 23:07,2019-04-29 23:31
The University of Auckland,8,5,2023-01-25 19:15,2021-03-21 23:27
The University of British Columbia,18,16,2023-02-22 23:59,2019-11-07 21:26
The University of Chicago,55,37,2023-02-28 22:52,2018-08-23 20:50
The University of Dodoma,8,8,2023-01-12 11:19,2021-04-09 08:36
THE UNIVERSITY OF EDINBURGH,23,18,2023-02-27 09:45,2018-02-23 13:13
The University of Hong Kong,25,21,2023-02-28 03:48,2021-04-21 10:17
The University of Iowa,27,25,2023-03-04 00:56,2018-09-16 16:31
"The University of Maryland, Baltimore",6,4,2023-02-19 04:52,2021-09-13 17:49
The University of Melbourne,30,24,2023-03-01 03:24,2018-02-19 21:22
The University of North Carolina at Chapel Hill,39,22,2023-03-14 00:33,2018-02-04 19:20
THE UNIVERSITY OF SYDNEY,22,18,2023-02-20 00:45,2018-03-12 02:01
The University of Tennessee,25,16,2023-03-07 21:02,2018-05-29 13:41
The University of Texas at Arlington,16,10,2023-02-14 19:17,2019-03-05 14:10
The University of Texas at Austin,45,35,2023-01-18 20:08,2018-10-04 02:59
The University of Texas at Dallas,20,15,2023-02-21 18:31,2018-02-26 11:45
The University of Texas System,20,12,2023-02-22 22:31,2019-03-12 12:26
The University of Tokyo,8,5,2023-02-03 01:03,2018-06-13 03:53
"The Vanguard Group, Inc.",29,24,2023-03-14 16:50,2021-03-04 12:43
Thefacebook,1,1,2023-02-06 19:21,2023-02-06 19:21
Thegoat,8,5,2023-02-06 16:25,2019-03-20 00:16
Thermo Fisher Scientific,3,2,2023-01-31 17:02,2022-02-15 14:59
Thesainet,1,1,2023-01-18 05:07,2023-01-18 05:07
Thndr,6,3,2023-02-26 10:52,2023-02-19 12:40
TicTs,1,1,2023-01-13 11:32,2023-01-13 11:32
Tigo Costa Rica,98,53,2023-03-03 14:55,2018-06-07 13:56
Tigo Guatemala,16,15,2023-02-10 23:07,2018-07-30 12:10
Tigo Sénégal,12,7,2023-02-27 15:20,2020-12-31 09:14
TIME Internet,866,598,2023-03-14 07:05,2018-01-10 00:52
tis-dialog,26,17,2023-01-21 01:34,2019-07-18 09:55
Tizeti,66,45,2023-03-05 23:11,2019-03-25 23:25
tmobatt.com,16,16,2023-01-07 22:31,2019-08-22 12:22
TMX,4,1,2023-02-18 23:47,2023-01-30 16:32
topnet-dz.com,4,3,2023-02-23 13:11,2022-12-22 10:15
Toronto-Dominion Bank,75,64,2023-01-17 18:40,2019-04-26 16:00
torredasantenas.com.br,4,3,2023-01-14 10:50,2021-07-25 10:18
touch,9,7,2023-02-02 07:30,2021-11-22 11:50
TowerHouse Studio,4,3,2023-02-02 16:27,2019-03-20 00:16
Towson University,4,3,2023-03-08 23:13,2018-12-04 16:53
TPU,5,4,2023-01-25 14:04,2020-10-09 03:37
Trabia Network,7,7,2023-02-22 17:15,2020-07-21 06:34
Transtelco,182,111,2023-03-13 02:14,2018-05-28 18:46
Transworld Home,216,128,2023-03-14 04:48,2018-02-23 13:13
Travelers,18,17,2023-02-16 07:04,2018-06-28 18:16
TrendSpider LLC,7,2,2023-02-03 16:52,2023-01-27 17:21
Trex,42,12,2023-02-07 16:24,2022-02-07 14:59
TriCity WiFi,12,11,2023-01-24 18:12,2021-09-20 22:11
Trifle Co,38,20,2023-01-10 11:15,2018-08-13 06:08
trilce.net.pe,2,2,2023-01-16 18:58,2022-03-30 12:40
Trinity College Dublin,8,7,2023-01-30 11:50,2022-04-12 09:56
Trinity Health,10,8,2023-03-13 02:16,2018-07-12 09:49
Trinity University,6,5,2023-01-26 20:43,2019-10-17 13:48
TRU-SPOT,5,1,2023-01-02 18:01,2023-01-02 17:31
Truman State University,4,3,2023-03-07 18:11,2022-01-31 12:56
Trunet,22,5,2023-03-08 07:14,2022-07-25 06:57
truviewllc.com,24,9,2023-03-07 11:51,2022-03-07 00:13
tt1-datacenter.de,37,31,2023-03-02 08:37,2021-03-04 12:56
Tucows,5,4,2023-01-29 10:08,2019-03-22 08:13
Tufts University,22,16,2023-03-13 10:04,2018-01-12 10:50
TUISverige,9,5,2023-01-26 13:45,2022-03-15 19:33
Türk Telekom,245,167,2023-03-10 18:14,2018-01-25 09:37
Turkcell Superonline,4,3,2023-02-18 21:49,2022-12-05 12:42
Turon Telecom,43,32,2023-03-11 20:49,2018-11-20 13:07
Turun ammattikorkeakoulu,1,1,2023-02-10 10:14,2023-02-10 10:14
TUTECH INNOVATION GMBH,1,1,2023-01-23 09:05,2023-01-23 09:05
TV 2,3,3,2023-01-09 04:53,2021-06-21 11:36
twmbroadband.net,4,4,2023-02-10 07:58,2021-08-18 11:23
tygrys.net,8,7,2023-02-20 18:04,2021-08-18 03:04
tzulo,34,23,2023-03-14 11:57,2021-04-27 18:09
U Mobile,145,102,2023-03-03 13:02,2017-12-29 21:18
U.S. Coast Guard Academy,2,2,2023-02-22 17:05,2022-03-01 22:41
U.S. Department of Education,34,26,2023-03-13 11:23,2018-06-18 20:12
U.S. Department of Justice,13,10,2023-01-05 20:13,2018-12-11 19:02
U.S. Department of Veterans Affairs,65,57,2023-03-06 08:40,2019-04-26 19:14
U.S. Food and Drug Administration,12,7,2023-03-09 12:35,2019-02-27 13:51
U.S. Securities and Exchange Commission,10,4,2023-02-22 17:47,2019-05-30 13:54
U.S. State Department,43,24,2023-03-06 17:39,2018-06-26 13:16
uaemex,1,1,2023-01-25 18:23,2023-01-25 18:23
UARNet,176,92,2023-02-24 19:29,2018-03-28 11:26
uatla.pt,1,1,2023-01-04 08:12,2023-01-04 08:12
ubisoft,8,6,2023-02-15 21:50,2021-08-13 04:43
UBS,42,36,2023-02-09 16:53,2018-04-25 05:57
UC Davis,37,26,2023-03-05 15:21,2018-01-12 15:03
UC San Francisco,15,11,2023-02-01 11:36,2018-05-03 18:36
Ucell,30,19,2023-03-13 13:15,2018-10-02 14:40
UCL,52,37,2023-03-09 15:16,2018-11-01 15:58
ucla,107,75,2023-01-23 07:05,2018-01-22 13:09
UCloud,9,7,2023-02-19 07:36,2019-06-05 23:44
UESB,2,1,2023-03-08 15:03,2023-03-08 15:03
UIH,15,11,2023-01-09 01:22,2019-06-18 22:21
Uinib,1,1,2023-01-16 04:58,2023-01-16 04:58
UK Dedicated Servers Limited,23,20,2023-02-16 06:38,2020-10-03 12:49
Ultranet Infotech Solution Pvt,26,20,2023-02-27 16:37,2018-06-26 10:09
ultranet.biz,8,4,2023-02-14 11:05,2018-11-10 14:02
UMass Lowell,8,5,2023-02-06 16:14,2021-09-07 16:12
Umniah,71,46,2023-03-07 14:14,2018-05-27 09:09
UMP Healthcare Holdings Limited,2,1,2023-01-11 22:54,2023-01-11 22:52
ums,6,4,2023-01-12 21:14,2022-01-13 21:15
UMSL,5,5,2023-01-26 18:47,2019-04-22 17:08
UNDEO GmbH,1,1,2023-02-21 11:19,2023-02-21 11:19
Undernet,56,37,2023-03-01 07:18,2018-03-22 06:07
Undernic,1,1,2023-01-14 05:50,2023-01-14 05:50
Unetvale Internet,5,5,2023-02-16 15:47,2019-08-21 13:23
uni.net.th,14,7,2023-02-28 23:43,2020-12-04 01:11
Unicamp,9,7,2023-03-09 09:11,2021-12-17 12:06
unicommultisystem.net,3,3,2023-02-14 16:36,2022-04-18 04:08
Unige,5,5,2023-01-25 08:06,2022-03-07 10:30
Unimed Nordeste-RS,1,1,2023-02-20 10:17,2023-02-20 10:17
UNION CITY ENERGY AUTHORITY,1,1,2023-01-18 01:56,2023-01-18 01:56
Unitary enterprise A1,108,68,2023-02-15 11:31,2019-10-09 07:45
Unitas Global,6,5,2023-01-31 19:43,2021-12-09 20:57
Unitas Global,34,32,2023-02-02 14:59,2021-02-14 22:43
United Arab Emirates University,4,3,2023-01-31 22:29,2020-06-03 05:06
UNITED BROKERS S.A. (AGENTE DE VALORES),1,1,2023-01-02 16:50,2023-01-02 16:50
United Healthcare,235,182,2023-03-14 17:07,2018-08-28 12:04
United States Patent and Trademark Office,30,18,2023-02-22 01:01,2018-11-26 09:55
Unitel,36,26,2023-02-09 08:34,2021-04-27 06:48
UNITEL Corporation,46,27,2023-03-06 06:09,2019-01-17 13:09
UNITEN,11,7,2023-02-18 08:55,2022-02-03 15:15
UNITEN,1,1,2023-02-19 11:35,2023-02-19 11:35
Univ-Alger2,1,1,2023-02-19 08:14,2023-02-19 08:14
Universal Mobile Systems,12,8,2023-01-23 14:55,2021-09-14 07:10
UNIVERSIDAD DE ANTIOQUIA,2,2,2023-03-09 17:55,2022-03-07 15:42
Universidad de Concepción,1,1,2023-02-17 10:54,2023-02-17 10:54
Universidad de Deusto,2,2,2023-02-09 08:15,2022-06-16 06:25
Universidad de Salamanca,3,2,2023-02-14 11:45,2023-01-31 09:59
UNIVERSIDAD DE ZARAGOZA,2,2,2023-02-27 10:03,2022-05-31 11:58
UNIVERSIDAD POLITECNICA DE CATALUNA,4,4,2023-03-02 05:36,2019-04-17 04:00
Universidad Politécnica de Madrid,7,7,2023-02-01 11:33,2021-11-25 06:47
Universidad Tecnológica de Panamá,4,1,2023-02-06 16:14,2023-02-06 16:13
Universidad Veracruzana,2,1,2023-03-14 19:29,2023-03-14 19:29
Universidade de São Paulo,12,6,2023-03-14 13:32,2019-05-07 14:43
UNIVERSIDADE DE VIGO,1,1,2023-02-22 07:25,2023-02-22 07:25
Universidade do Porto,12,10,2023-02-09 13:40,2020-11-11 17:29
Universidade Eduardo Mondlane,1,1,2023-03-03 07:50,2023-03-03 07:50
Universidade Federal do Paraná,4,3,2023-01-23 20:52,2022-06-24 13:06
Università Cattolica del Sacro Cuore,2,2,2023-01-10 04:30,2021-10-01 09:18
Università di Bologna,4,4,2023-03-09 09:13,2018-11-13 07:00
Università di Trento,9,8,2023-02-10 15:48,2018-05-07 09:59
Università Politecnica delle Marche,3,1,2023-01-09 08:55,2023-01-09 05:55
Universität Augsburg,1,1,2023-02-10 09:11,2023-02-10 09:11
Universität zu Köln,6,2,2023-01-19 13:00,2022-11-14 03:45
Universität Zürich,8,8,2023-02-08 07:29,2021-01-12 07:21
Université Blaise Pascal,2,2,2023-03-03 08:07,2022-07-01 09:11
Université de Montréal,5,2,2023-01-31 13:42,2022-08-30 12:07
Université de Montréal,2,1,2023-03-02 18:08,2023-03-02 18:08
Université du Québec à Montréal,7,4,2023-02-21 22:07,2021-10-20 10:56
Université Paris Descartes,3,2,2023-02-15 12:50,2022-04-05 06:08
Universiti Kebangsaan Malaysia,6,5,2023-02-14 03:59,2021-08-28 13:15
Universiti Malaysia Pahang,12,7,2023-03-14 06:00,2018-09-26 06:33
Universiti Malaysia Sarawak,3,2,2023-01-25 04:39,2018-06-08 22:57
Universiti Teknologi Malaysia,10,8,2023-01-29 08:32,2019-01-05 15:42
Universiti Teknologi MARA,18,16,2023-02-07 02:07,2018-09-15 02:31
University at Buffalo,47,22,2023-03-01 19:29,2018-01-27 19:19
University College Cork,12,8,2023-01-11 12:35,2021-03-13 15:55
University of Alberta,6,5,2023-01-16 14:29,2021-03-31 16:44
University of Arizona,49,30,2023-02-27 17:56,2018-04-15 19:02
University of Bahrain,3,2,2023-03-01 06:31,2022-04-19 08:33
University of Bath,8,8,2023-01-23 10:39,2019-06-25 13:57
University of Brighton,2,2,2023-02-27 12:20,2021-10-04 06:32
University of Calabria,6,5,2023-03-14 07:34,2022-03-29 12:28
University of Calgary,8,6,2023-01-30 15:20,2019-04-04 14:05
University of California Santa Cruz,15,15,2023-01-27 00:59,2018-02-08 16:18
"University of California, Irvine",35,29,2023-03-14 12:38,2018-07-02 17:10
"University of California, Merced",4,3,2023-01-27 13:23,2019-12-06 20:59
"University of California, San Diego",37,23,2023-03-05 16:54,2018-05-29 19:31
University of Cambridge,26,18,2023-02-11 16:32,2018-02-14 16:25
University of Cincinnati,12,10,2023-02-27 22:01,2021-03-10 10:39
University of Connecticut,17,10,2023-02-14 12:35,2018-02-19 15:10
University of Embu,4,4,2023-01-23 07:46,2021-03-29 12:51
"University of Engineering and Technology, Lahore",29,14,2023-02-16 03:23,2021-06-28 10:45
University of Exeter,5,4,2023-01-31 07:10,2021-11-05 06:16
University of Findlay,2,2,2023-01-13 11:37,2021-09-24 16:20
University of Florida,61,40,2023-03-12 17:58,2018-11-06 17:43
University of Ghana,24,17,2023-01-27 09:49,2018-08-22 12:10
University of Gothenburg,4,4,2023-02-07 09:55,2022-02-03 11:05
University of Greenwich,13,5,2023-01-30 13:41,2018-03-26 06:22
University of Hertfordshire,6,6,2023-02-09 11:59,2021-04-06 11:13
University of Houston,18,15,2023-01-06 14:39,2018-03-06 13:22
University of Illinois at Chicago,46,11,2023-03-09 16:20,2018-02-06 17:25
University of Illinois at Urbana-Champaign,6,4,2023-02-24 17:51,2019-02-11 12:59
University of Illinois at Urbana-Champaign,51,35,2023-02-21 23:35,2018-02-15 17:08
University of Kentucky,22,17,2023-02-19 01:34,2019-01-18 17:15
University of Lincoln,2,2,2023-02-23 06:20,2023-02-23 06:16
University of Luxembourg,2,1,2023-02-25 17:10,2023-02-22 15:30
University of Mainz,6,6,2023-03-14 11:42,2020-06-21 06:56
University of Maryland,59,51,2023-02-16 14:17,2018-05-30 11:49
University of Massachusetts Amherst,20,18,2023-03-04 13:54,2018-02-28 20:57
University of Memphis,7,5,2023-03-13 15:40,2021-04-15 10:58
University of Miami,68,21,2023-01-20 12:42,2018-08-28 22:37
University of Minnesota,34,25,2023-03-10 21:35,2018-01-10 20:31
"University of Nevada, Reno",9,7,2023-02-13 23:32,2019-04-27 02:32
University of Newcastle,15,15,2023-02-27 01:48,2018-02-24 14:32
University of North Texas,29,23,2023-02-21 19:08,2018-02-26 16:35
University of Notre Dame,47,22,2023-02-12 02:24,2018-03-28 12:24
University Of Oklahoma Health Sciences Center,5,4,2023-02-27 09:44,2019-05-13 00:33
University of Oregon,23,18,2023-03-08 17:36,2018-02-11 23:18
University of Ottawa,33,7,2023-01-11 18:12,2018-06-06 15:06
University of Oxford,12,8,2023-01-10 13:07,2021-07-26 19:25
University of Oxford,13,13,2023-03-05 13:19,2021-05-23 09:31
University of Pennsylvania,65,36,2023-03-04 19:15,2018-07-16 16:12
University of Pittsburgh,11,10,2023-02-02 15:39,2018-02-21 15:38
University of Plymouth,8,8,2023-03-07 13:06,2021-11-02 12:46
University of Portland,6,5,2023-02-07 20:35,2018-12-05 23:41
University of Regina,5,5,2023-03-01 14:49,2018-12-05 20:13
University of Saint Joseph,2,1,2023-01-24 22:09,2023-01-24 22:09
University of Salford,4,3,2023-01-24 07:13,2018-11-19 13:23
University of Southampton,1,1,2023-03-13 23:37,2023-03-13 23:37
University of St. Gallen,10,10,2023-01-05 07:50,2018-04-28 05:30
University of Strathclyde,5,4,2023-02-27 10:35,2022-03-02 07:18
University of Surrey,18,16,2023-02-16 10:37,2018-11-18 19:07
University of Sussex,6,4,2023-01-31 07:49,2018-04-09 09:43
University of the Arts London,12,10,2023-01-24 12:22,2018-05-10 11:22
University of the Incarnate Word,2,2,2023-01-27 13:11,2018-11-01 18:00
University of the Philippines Manila,1,1,2023-02-13 04:44,2023-02-13 04:44
University of Toronto,37,34,2023-03-12 18:49,2018-08-12 01:04
University of Twente,9,7,2023-02-16 09:49,2021-09-23 12:30
University of Virginia,32,25,2023-02-02 19:44,2017-12-13 04:54
University of Warwick,16,14,2023-01-24 08:40,2018-11-14 10:06
University of Washington,58,35,2023-03-02 16:01,2018-02-18 16:21
University of Washington,46,36,2023-03-08 23:05,2018-01-05 00:18
University of Waterloo,84,56,2023-02-16 23:13,2019-10-18 23:56
University of Wisconsin Oshkosh,16,10,2023-03-01 00:34,2019-04-25 21:33
University of Wisconsin-Madison,37,29,2023-03-11 02:02,2018-09-18 13:06
